line,variable
"org.apache.commons.math3.stat.regression$SimpleRegression#addObservations(double[][],double[]):302",x;i
"org.apache.commons.math3.stat.regression$SimpleRegression#addObservations(double[][],double[]):303",x;i
"org.apache.commons.math3.geometry.euclidean.threed$PolyhedronsSet#boundaryFacet(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.partitioning.BSPTree):303",getPlusInside;attribute
"org.apache.commons.math3.geometry.euclidean.threed$PolyhedronsSet#boundaryFacet(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.partitioning.BSPTree):301",getPlusInside;getRemainingRegion;attribute;point2D;checkPoint;Location
org.apache.commons.math3.distribution$PascalDistribution#getProbabilityOfSuccess():132,probabilityOfSuccess
org.apache.commons.math3.optimization.linear$AbstractLinearOptimizer#incrementIterationsCounter():131,maxIterations;iterations
org.apache.commons.math3.distribution$PascalDistribution#probability(int):138,x
org.apache.commons.math3.util$FastMath#tanh(double):617,x
"org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceSq(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):1167",v1;v2;distanceSq
org.apache.commons.math3.stat.descriptive.moment$SemiVariance#copy():152,result
org.apache.commons.math3.util$FastMath#tanh(double):611,x
"org.apache.commons.math3.stat.regression$SimpleRegression#addObservations(double[][],double[]):312",x;i
org.apache.commons.math3.optimization.linear$AbstractLinearOptimizer#getIterations():122,iterations
"org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#solve(int,org.apache.commons.math3.analysis.UnivariateFunction,double,double,double):196",doSolve
"org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceInf(org.apache.commons.math3.geometry.euclidean.threed.Vector3D,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):1125",distanceInf;v1;v2
"org.apache.commons.math3.fraction$BigFractionFormat#parse(java.lang.String,java.text.ParsePosition):231",num
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#getMaxEvaluations():86,evaluations;getMaximalCount
"org.apache.commons.math3.util$FastMathCalc#expint(int,double[]):522",result
org.apache.commons.math3.optimization.linear$AbstractLinearOptimizer#getMaxIterations():117,maxIterations
org.apache.commons.math3.distribution$PascalDistribution#cumulativeProbability(int):152,x
"org.apache.commons.math3.fraction$BigFractionFormat#parse(java.lang.String,java.text.ParsePosition):249",den
"org.apache.commons.math3.util$FastMathCalc#expint(int,double[]):529",ys
org.apache.commons.math3.distribution$PascalDistribution#cumulativeProbability(int):158,ret
"org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceSq(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):1139",v1;v2;distanceSq
"org.apache.commons.math3.genetics$CycleCrossover#mate(org.apache.commons.math3.genetics.AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome):141",randomStart
"org.apache.commons.math3.distribution$PascalDistribution#PascalDistribution(org.apache.commons.math3.random.RandomGenerator,int,double):105",r
"org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#FieldRotation(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):274",getReal;dot;normProduct
"org.apache.commons.math3.distribution$PascalDistribution#PascalDistribution(org.apache.commons.math3.random.RandomGenerator,int,double):109",p
"org.apache.commons.math3.geometry.euclidean.threed$FieldRotation#FieldRotation(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D,org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):268",getReal;normProduct
org.apache.commons.math3.geometry.partitioning.utilities$AVLTree$Node#rotateCCW():624,left
"org.apache.commons.math3.genetics$CycleCrossover#mate(org.apache.commons.math3.genetics.AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome):144",visitedIndices;size;length
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optimization.OptimizationData[]):343,data
"org.apache.commons.math3.util$MathArrays#sortInPlace(double[],org.apache.commons.math3.util.MathArrays$OrderDirection,double[][]):685",x
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optimization.OptimizationData[]):348,data
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optimization.OptimizationData[]):344,data
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#computeObjectiveValue(double):156,function;value;point
org.apache.commons.math3.distribution$PascalDistribution#getNumberOfSuccesses():123,numberOfSuccesses
org.apache.commons.math3.util$FastMathCalc#slowLog(double):578,i
"org.apache.commons.math3.fraction$BigFractionFormat#parseNextBigInteger(java.lang.String,java.text.ParsePosition):272",Character;length;isDigit;end;source;charAt
"org.apache.commons.math3.fraction$BigFractionFormat#parseNextBigInteger(java.lang.String,java.text.ParsePosition):271",start;source;charAt
"org.apache.commons.math3.genetics$CycleCrossover#mate(org.apache.commons.math3.genetics.AbstractListChromosome,org.apache.commons.math3.genetics.AbstractListChromosome):124",length;getLength;second
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getFunctionValueAccuracy():142,functionValueAccuracy
"org.apache.commons.math3.fraction$BigFractionFormat#parseNextBigInteger(java.lang.String,java.text.ParsePosition):280",n
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#setUp():324,i;dim
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getRelativeAccuracy():136,relativeAccuracy
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getAbsoluteAccuracy():130,absoluteAccuracy
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):624,s1
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):160",get;minRatioPositions
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):627,s2
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):630,x3max;s2
"org.apache.commons.math3.genetics$CycleCrossover#crossover(org.apache.commons.math3.genetics.Chromosome,org.apache.commons.math3.genetics.Chromosome):109",mate;first;second
"org.apache.commons.math3.genetics$CycleCrossover#crossover(org.apache.commons.math3.genetics.Chromosome,org.apache.commons.math3.genetics.Chromosome):106",first;second
org.apache.commons.math3.util$FastMathCalc#slowLog(double):591,y
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getStartValue():124,searchStart
org.apache.commons.math3.stat.regression$RegressionResults#getAdjustedRSquared():380,ADJRSQ_IDX
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):637,norm
org.apache.commons.math3.optimization.linear$SimplexSolver#doIteration(org.apache.commons.math3.optimization.linear.SimplexTableau):176,pivotRow
org.apache.commons.math3.util$FastMath#tanh(double):699,negate
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):608,xabs;x3max
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getMin():112,searchMin
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getMax():118,searchMax
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#parseOptimizationData(org.apache.commons.math3.optimization.OptimizationData[]):352,data
org.apache.commons.math3.optimization.linear$SimplexSolver#doIteration(org.apache.commons.math3.optimization.linear.SimplexTableau):185,getHeight;tableau;i
org.apache.commons.math3.optimization.linear$SimplexSolver#doIteration(org.apache.commons.math3.optimization.linear.SimplexTableau):186,pivotRow;i
"org.apache.commons.math3.distribution$HypergeometricDistribution#HypergeometricDistribution(org.apache.commons.math3.random.RandomGenerator,int,int,int):86",populationSize
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getMaxEvaluations():102,evaluations;getMaximalCount
org.apache.commons.math3.util$MathArrays#safeNorm(double[]):613,xabs
org.apache.commons.math3.analysis.solvers$BaseAbstractUnivariateSolver#getEvaluations():106,evaluations;getCount
"org.apache.commons.math3.distribution$HypergeometricDistribution#HypergeometricDistribution(org.apache.commons.math3.random.RandomGenerator,int,int,int):94",sampleSize
"org.apache.commons.math3.distribution$HypergeometricDistribution#HypergeometricDistribution(org.apache.commons.math3.random.RandomGenerator,int,int,int):90",numberOfSuccesses
org.apache.commons.math3.optimization.direct$BaseAbstractMultivariateVectorOptimizer#checkParameters():366,getColumnDimension;target;weightMatrix
org.apache.commons.math3.optimization.fitting$HarmonicFitter#fit():79,fit;guess;getObservations
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2250",i;n
org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceInf(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):875,dx
org.apache.commons.math3.util$OpenIntToDoubleHashMap#containsKey(int):213,index;FREE;states
"org.apache.commons.math3.distribution$HypergeometricDistribution#HypergeometricDistribution(org.apache.commons.math3.random.RandomGenerator,int,int,int):99",numberOfSuccesses;populationSize
org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceInf(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):873,dz
org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distanceInf(org.apache.commons.math3.geometry.euclidean.threed.FieldVector3D):872,getReal;dx;dz
org.apache.commons.math3.util$OpenIntToDoubleHashMap#containsKey(int):218,index;FREE;states
"org.apache.commons.math3.analysis.function$Logistic#Logistic(double,double,double,double,double,double):72",n
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):123",row
org.apache.commons.math3.analysis.function$Gaussian#value(double):95,mean;x;i2s2;value;norm
org.apache.commons.math3.util$OpenIntToDoubleHashMap#containsKey(int):209,containsKey;index;key
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):124",tableau;i;getNumArtificialVariables
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):1895",ZERO;stepsq
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):122",tableau;getNumArtificialVariables
"org.apache.commons.math3.geometry.euclidean.threed$PolyhedronsSet$FacetsContributionVisitor#addContribution(org.apache.commons.math3.geometry.partitioning.SubHyperplane,boolean):190",area;isInfinite;Double
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2255",ZERO;crvmin
"org.apache.commons.math3.stat$StatUtils#variance(double[],double):427",mean;values;VARIANCE;evaluate
"org.apache.commons.math3.optimization.direct$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):1898",ZERO;beta
org.apache.commons.math3.linear$AbstractFieldMatrix#getColumnMatrix(int):527,nRows;i
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2258",iterc;itcsav
"org.apache.commons.math3.geometry.euclidean.threed$PolyhedronsSet$FacetsContributionVisitor#addContribution(org.apache.commons.math3.geometry.partitioning.SubHyperplane,boolean):198",reversed
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):127",entry;tableau;Precision;equals;column;row;maxUlps;getBasicRow
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):177,lowerBound;Double
"org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):128",row
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):178,chebyshevApplies
"org.apache.commons.math3.optim.nonlinear.scalar.noderiv$BOBYQAOptimizer#trsbox(double,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector,org.apache.commons.math3.linear.ArrayRealVector):2261",i;n
org.apache.commons.math3.util$OpenIntToDoubleHashMap#containsKey(int):221,containsKey;index;key
org.apache.commons.math3.optimization.fitting$HarmonicFitter#fit(double[]):64,fit;initialGuess
"org.apache.commons.math3.linear$AbstractFieldMatrix#setRowMatrix(int,org.apache.commons.math3.linear.FieldMatrix):514",i;nCols
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):162,p
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):163,lowerBound
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):168,upperBound
org.apache.commons.math3.distribution$AbstractRealDistribution#inverseCumulativeProbability(double):167,p
org.apache.commons.math3.geometry.euclidean.threed$FieldVector3D#distance(org.apache.commons.math3.geometry.euclidean.threed.Vector3D):851,add;dx;sqrt;dy;dz;multiply
